year,term,jie_zhong,datetime,source_ref,notes
2016,夏至,中气,2016-06-21 06:34,hko_minutes,
2016,小暑,节,2016-07-07 00:03,hko_minutes,
2016,大暑,中气,2016-07-22 17:30,hko_minutes,
2016,立秋,节,2016-08-07 09:53,hko_minutes,
2016,处暑,中气,2016-08-23 00:38,hko_minutes,
2016,白露,节,2016-09-07 12:51,hko_minutes,
2016,秋分,中气,2016-09-22 22:21,hko_minutes,
2016,寒露,节,2016-10-08 04:33,hko_minutes,
2016,霜降,中气,2016-10-23 07:46,hko_minutes,
2016,立冬,节,2016-11-07 07:48,hko_minutes,
2016,小雪,中气,2016-11-22 05:22,hko_minutes,
2016,大雪,节,2016-12-07 00:41,hko_minutes,
2016,冬至,中气,2016-12-21 18:44,hko_minutes,
2017,小寒,节,2017-01-05 11:56,hko_minutes,
2017,大寒,中气,2017-01-20 05:24,hko_minutes,
2017,立春,节,2017-02-03 23:34,hko_minutes,
2017,雨水,中气,2017-02-18 19:31,hko_minutes,
2017,惊蛰,节,2017-03-05 17:33,hko_minutes,
2017,春分,中气,2017-03-20 18:29,hko_minutes,
2017,清明,节,2017-04-04 22:17,hko_minutes,
2017,谷雨,中气,2017-04-20 05:27,hko_minutes,
2017,立夏,节,2017-05-05 15:31,hko_minutes,
2017,小满,中气,2017-05-21 04:31,hko_minutes,
2017,芒种,节,2017-06-05 19:37,hko_minutes,
2017,夏至,中气,2017-06-21 12:24,hko_minutes,
2017,小暑,节,2017-07-07 05:51,hko_minutes,
2017,大暑,中气,2017-07-22 23:15,hko_minutes,
2017,立秋,节,2017-08-07 15:40,hko_minutes,
2017,处暑,中气,2017-08-23 06:20,hko_minutes,
2017,白露,节,2017-09-07 18:39,hko_minutes,
2017,秋分,中气,2017-09-23 04:02,hko_minutes,
2017,寒露,节,2017-10-08 10:22,hko_minutes,
2017,霜降,中气,2017-10-23 13:27,hko_minutes,
2017,立冬,节,2017-11-07 13:38,hko_minutes,
2017,小雪,中气,2017-11-22 11:05,hko_minutes,
2017,大雪,节,2017-12-07 06:33,hko_minutes,
2017,冬至,中气,2017-12-22 00:28,hko_minutes,
2018,小寒,节,2018-01-05 17:49,hko_minutes,
2018,大寒,中气,2018-01-20 11:09,hko_minutes,
2018,立春,节,2018-02-04 05:28,hko_minutes,
2018,雨水,中气,2018-02-19 01:18,hko_minutes,
2018,惊蛰,节,2018-03-05 23:28,hko_minutes,
2018,春分,中气,2018-03-21 00:15,hko_minutes,
2018,清明,节,2018-04-05 04:13,hko_minutes,
2018,谷雨,中气,2018-04-20 11:13,hko_minutes,
2018,立夏,节,2018-05-05 21:25,hko_minutes,
2018,小满,中气,2018-05-21 10:15,hko_minutes,
2018,芒种,节,2018-06-06 01:29,hko_minutes,
2018,夏至,中气,2018-06-21 18:07,hko_minutes,
2018,小暑,节,2018-07-07 11:42,hko_minutes,
2018,大暑,中气,2018-07-23 05:00,hko_minutes,
2018,立秋,节,2018-08-07 21:31,hko_minutes,
2018,处暑,中气,2018-08-23 12:09,hko_minutes,
2018,白露,节,2018-09-08 00:30,hko_minutes,
2018,秋分,中气,2018-09-23 09:54,hko_minutes,
2018,寒露,节,2018-10-08 16:15,hko_minutes,
2018,霜降,中气,2018-10-23 19:22,hko_minutes,
2018,立冬,节,2018-11-07 19:32,hko_minutes,
2018,小雪,中气,2018-11-22 17:01,hko_minutes,
2018,大雪,节,2018-12-07 12:26,hko_minutes,
2018,冬至,中气,2018-12-22 06:23,hko_minutes,
2019,小寒,节,2019-01-05 23:39,hko_minutes,
2019,大寒,中气,2019-01-20 17:00,hko_minutes,
2019,立春,节,2019-02-04 11:14,hko_minutes,
2019,雨水,中气,2019-02-19 07:04,hko_minutes,
2019,惊蛰,节,2019-03-06 05:10,hko_minutes,
2019,春分,中气,2019-03-21 05:58,hko_minutes,
2019,清明,节,2019-04-05 09:51,hko_minutes,
2019,谷雨,中气,2019-04-20 16:55,hko_minutes,
2019,立夏,节,2019-05-06 03:03,hko_minutes,
2019,小满,中气,2019-05-21 15:59,hko_minutes,
2019,芒种,节,2019-06-06 07:06,hko_minutes,
2019,夏至,中气,2019-06-21 23:54,hko_minutes,
2019,小暑,节,2019-07-07 17:21,hko_minutes,
2019,大暑,中气,2019-07-23 10:50,hko_minutes,
2019,立秋,节,2019-08-08 03:13,hko_minutes,
2019,处暑,中气,2019-08-23 18:02,hko_minutes,
2019,白露,节,2019-09-08 06:17,hko_minutes,
2019,秋分,中气,2019-09-23 15:50,hko_minutes,
2019,寒露,节,2019-10-08 22:06,hko_minutes,
2019,霜降,中气,2019-10-24 01:20,hko_minutes,
2019,立冬,节,2019-11-08 01:24,hko_minutes,
2019,小雪,中气,2019-11-22 22:59,hko_minutes,
2019,大雪,节,2019-12-07 18:18,hko_minutes,
2019,冬至,中气,2019-12-22 12:19,hko_minutes,
2020,小寒,节,2020-01-06 05:30,hko_minutes,
2020,大寒,中气,2020-01-20 22:55,hko_minutes,
2020,立春,节,2020-02-04 17:03,hko_minutes,
2020,雨水,中气,2020-02-19 12:57,hko_minutes,
2020,惊蛰,节,2020-03-05 10:57,hko_minutes,
2020,春分,中气,2020-03-20 11:50,hko_minutes,
2020,清明,节,2020-04-04 15:38,hko_minutes,
2020,谷雨,中气,2020-04-19 22:45,hko_minutes,
2020,立夏,节,2020-05-05 08:51,hko_minutes,
2020,小满,中气,2020-05-20 21:49,hko_minutes,
2020,芒种,节,2020-06-05 12:58,hko_minutes,
2020,夏至,中气,2020-06-21 05:44,hko_minutes,
2020,小暑,节,2020-07-06 23:14,hko_minutes,
2020,大暑,中气,2020-07-22 16:37,hko_minutes,
2020,立秋,节,2020-08-07 09:06,hko_minutes,
2020,处暑,中气,2020-08-22 23:45,hko_minutes,
2020,白露,节,2020-09-07 12:08,hko_minutes,
2020,秋分,中气,2020-09-22 21:31,hko_minutes,
2020,寒露,节,2020-10-08 03:55,hko_minutes,
2020,霜降,中气,2020-10-23 07:00,hko_minutes,
2020,立冬,节,2020-11-07 07:14,hko_minutes,
2020,小雪,中气,2020-11-22 04:40,hko_minutes,
2020,大雪,节,2020-12-07 00:09,hko_minutes,
2020,冬至,中气,2020-12-21 18:02,hko_minutes,
2021,小寒,节,2021-01-05 11:23,hko_minutes,
2021,大寒,中气,2021-01-20 04:40,hko_minutes,
2021,立春,节,2021-02-03 22:59,hko_minutes,
2021,雨水,中气,2021-02-18 18:44,hko_minutes,
2021,惊蛰,节,2021-03-05 16:54,hko_minutes,
2021,春分,中气,2021-03-20 17:37,hko_minutes,
2021,清明,节,2021-04-04 21:35,hko_minutes,
2021,谷雨,中气,2021-04-20 04:33,hko_minutes,
2021,立夏,节,2021-05-05 14:47,hko_minutes,
2021,小满,中气,2021-05-21 03:37,hko_minutes,
2021,芒种,节,2021-06-05 18:52,hko_minutes,
2021,夏至,中气,2021-06-21 11:32,hko_minutes,
2021,小暑,节,2021-07-07 05:05,hko_minutes,
2021,大暑,中气,2021-07-22 22:26,hko_minutes,
2021,立秋,节,2021-08-07 14:54,hko_minutes,
2021,处暑,中气,2021-08-23 05:35,hko_minutes,
2021,白露,节,2021-09-07 17:53,hko_minutes,
2021,秋分,中气,2021-09-23 03:21,hko_minutes,
2021,寒露,节,2021-10-08 09:39,hko_minutes,
2021,霜降,中气,2021-10-23 12:51,hko_minutes,
2021,立冬,节,2021-11-07 12:59,hko_minutes,
2021,小雪,中气,2021-11-22 10:34,hko_minutes,
2021,大雪,节,2021-12-07 05:57,hko_minutes,
2021,冬至,中气,2021-12-21 23:59,hko_minutes,
2022,小寒,节,2022-01-05 17:14,hko_minutes,
2022,大寒,中气,2022-01-20 10:39,hko_minutes,
2022,立春,节,2022-02-04 04:51,hko_minutes,
2022,雨水,中气,2022-02-19 00:43,hko_minutes,
2022,惊蛰,节,2022-03-05 22:44,hko_minutes,
2022,春分,中气,2022-03-20 23:33,hko_minutes,
2022,清明,节,2022-04-05 03:20,hko_minutes,
2022,谷雨,中气,2022-04-20 10:24,hko_minutes,
2022,立夏,节,2022-05-05 20:26,hko_minutes,
2022,小满,中气,2022-05-21 09:23,hko_minutes,
2022,芒种,节,2022-06-06 00:26,hko_minutes,
2022,夏至,中气,2022-06-21 17:14,hko_minutes,
2022,小暑,节,2022-07-07 10:38,hko_minutes,
2022,大暑,中气,2022-07-23 04:07,hko_minutes,
2022,立秋,节,2022-08-07 20:29,hko_minutes,
2022,处暑,中气,2022-08-23 11:16,hko_minutes,
2022,白露,节,2022-09-07 23:32,hko_minutes,
2022,秋分,中气,2022-09-23 09:04,hko_minutes,
2022,寒露,节,2022-10-08 15:22,hko_minutes,
2022,霜降,中气,2022-10-23 18:36,hko_minutes,
2022,立冬,节,2022-11-07 18:45,hko_minutes,
2022,小雪,中气,2022-11-22 16:20,hko_minutes,
2022,大雪,节,2022-12-07 11:46,hko_minutes,
2022,冬至,中气,2022-12-22 05:48,hko_minutes,
2023,小寒,节,2023-01-05 23:05,hko_minutes,
2023,大寒,中气,2023-01-20 16:30,hko_minutes,
2023,立春,节,2023-02-04 10:43,hko_minutes,
2023,雨水,中气,2023-02-19 06:34,hko_minutes,
2023,惊蛰,节,2023-03-06 04:36,hko_minutes,
2023,春分,中气,2023-03-21 05:24,hko_minutes,
2023,清明,节,2023-04-05 09:13,hko_minutes,
2023,谷雨,中气,2023-04-20 16:14,hko_minutes,
2023,立夏,节,2023-05-06 02:19,hko_minutes,
2023,小满,中气,2023-05-21 15:09,hko_minutes,
2023,芒种,节,2023-06-06 06:18,hko_minutes,
2023,夏至,中气,2023-06-21 22:58,hko_minutes,
2023,小暑,节,2023-07-07 16:31,hko_minutes,
2023,大暑,中气,2023-07-23 09:50,hko_minutes,
2023,立秋,节,2023-08-08 02:23,hko_minutes,
2023,处暑,中气,2023-08-23 17:01,hko_minutes,
2023,白露,节,2023-09-08 05:27,hko_minutes,
2023,秋分,中气,2023-09-23 14:50,hko_minutes,
2023,寒露,节,2023-10-08 21:16,hko_minutes,
2023,霜降,中气,2023-10-24 00:21,hko_minutes,
2023,立冬,节,2023-11-08 00:36,hko_minutes,
2023,小雪,中气,2023-11-22 22:03,hko_minutes,
2023,大雪,节,2023-12-07 17:33,hko_minutes,
2023,冬至,中气,2023-12-22 11:27,hko_minutes,
2024,小寒,节,2024-01-06 04:49,hko_minutes,
2024,大寒,中气,2024-01-20 22:07,hko_minutes,
2024,立春,节,2024-02-04 16:27,hko_minutes,
2024,雨水,中气,2024-02-19 12:13,hko_minutes,
2024,惊蛰,节,2024-03-05 10:23,hko_minutes,
2024,春分,中气,2024-03-20 11:06,hko_minutes,
2024,清明,节,2024-04-04 15:02,hko_minutes,
2024,谷雨,中气,2024-04-19 22:00,hko_minutes,
2024,立夏,节,2024-05-05 08:10,hko_minutes,
2024,小满,中气,2024-05-20 21:00,hko_minutes,
2024,芒种,节,2024-06-05 12:10,hko_minutes,
2024,夏至,中气,2024-06-21 04:51,hko_minutes,
2024,小暑,节,2024-07-06 22:20,hko_minutes,
2024,大暑,中气,2024-07-22 15:44,hko_minutes,
2024,立秋,节,2024-08-07 08:09,hko_minutes,
2024,处暑,中气,2024-08-22 22:55,hko_minutes,
2024,白露,节,2024-09-07 11:11,hko_minutes,
2024,秋分,中气,2024-09-22 20:44,hko_minutes,
2024,寒露,节,2024-10-08 03:00,hko_minutes,
2024,霜降,中气,2024-10-23 06:15,hko_minutes,
2024,立冬,节,2024-11-07 06:20,hko_minutes,
2024,小雪,中气,2024-11-22 03:56,hko_minutes,
2024,大雪,节,2024-12-06 23:17,hko_minutes,
2024,冬至,中气,2024-12-21 17:21,hko_minutes,
2025,小寒,节,2025-01-05 10:33,hko_minutes,
2025,大寒,中气,2025-01-20 04:00,hko_minutes,
2025,立春,节,2025-02-03 22:10,hko_minutes,
2025,雨水,中气,2025-02-18 18:07,hko_minutes,
2025,惊蛰,节,2025-03-05 16:07,hko_minutes,
2025,春分,中气,2025-03-20 17:01,hko_minutes,
2025,清明,节,2025-04-04 20:49,hko_minutes,
2025,谷雨,中气,2025-04-20 03:56,hko_minutes,
2025,立夏,节,2025-05-05 13:57,hko_minutes,
2025,小满,中气,2025-05-21 02:55,hko_minutes,
2025,芒种,节,2025-06-05 17:57,hko_minutes,
2025,夏至,中气,2025-06-21 10:42,hko_minutes,
2025,小暑,节,2025-07-07 04:05,hko_minutes,
2025,大暑,中气,2025-07-22 21:29,hko_minutes,
2025,立秋,节,2025-08-07 13:52,hko_minutes,
2025,处暑,中气,2025-08-23 04:34,hko_minutes,
2025,白露,节,2025-09-07 16:52,hko_minutes,
2025,秋分,中气,2025-09-23 02:19,hko_minutes,
2025,寒露,节,2025-10-08 08:41,hko_minutes,
2025,霜降,中气,2025-10-23 11:51,hko_minutes,
2025,立冬,节,2025-11-07 12:04,hko_minutes,
2025,小雪,中气,2025-11-22 09:36,hko_minutes,
2025,大雪,节,2025-12-07 05:05,hko_minutes,
2025,冬至,中气,2025-12-21 23:03,hko_minutes,
2026,小寒,节,2026-01-05 16:23,hko_minutes,
2026,大寒,中气,2026-01-20 09:45,hko_minutes,
2026,立春,节,2026-02-04 04:02,hko_minutes,
2026,雨水,中气,2026-02-18 23:52,hko_minutes,
2026,惊蛰,节,2026-03-05 21:59,hko_minutes,
2026,春分,中气,2026-03-20 22:46,hko_minutes,
2026,清明,节,2026-04-05 02:40,hko_minutes,
2026,谷雨,中气,2026-04-20 09:39,hko_minutes,
2026,立夏,节,2026-05-05 19:49,hko_minutes,
2026,小满,中气,2026-05-21 08:37,hko_minutes,
2026,芒种,节,2026-06-05 23:48,hko_minutes,
2026,夏至,中气,2026-06-21 16:25,hko_minutes,
2026,小暑,节,2026-07-07 09:57,hko_minutes,
2026,大暑,中气,2026-07-23 03:13,hko_minutes,
2026,立秋,节,2026-08-07 19:43,hko_minutes,
2026,处暑,中气,2026-08-23 10:19,hko_minutes,
2026,白露,节,2026-09-07 22:41,hko_minutes,
2026,秋分,中气,2026-09-23 08:05,hko_minutes,
2026,寒露,节,2026-10-08 14:29,hko_minutes,
2026,霜降,中气,2026-10-23 17:38,hko_minutes,
2026,立冬,节,2026-11-07 17:52,hko_minutes,
2026,小雪,中气,2026-11-22 15:23,hko_minutes,
2026,大雪,节,2026-12-07 10:53,hko_minutes,
2026,冬至,中气,2026-12-22 04:50,hko_minutes,
2027,小寒,节,2027-01-05 22:10,hko_minutes,
2027,大寒,中气,2027-01-20 15:30,hko_minutes,
2027,立春,节,2027-02-04 09:46,hko_minutes,
2027,雨水,中气,2027-02-19 05:33,hko_minutes,
2027,惊蛰,节,2027-03-06 03:40,hko_minutes,
2027,春分,中气,2027-03-21 04:25,hko_minutes,
2027,清明,节,2027-04-05 08:17,hko_minutes,
2027,谷雨,中气,2027-04-20 15:18,hko_minutes,
2027,立夏,节,2027-05-06 01:25,hko_minutes,
2027,小满,中气,2027-05-21 14:18,hko_minutes,
2027,芒种,节,2027-06-06 05:26,hko_minutes,
2027,夏至,中气,2027-06-21 22:11,hko_minutes,
2027,小暑,节,2027-07-07 15:37,hko_minutes,
2027,大暑,中气,2027-07-23 09:05,hko_minutes,
2027,立秋,节,2027-08-08 01:27,hko_minutes,
2027,处暑,中气,2027-08-23 16:14,hko_minutes,
2027,白露,节,2027-09-08 04:28,hko_minutes,
2027,秋分,中气,2027-09-23 14:02,hko_minutes,
2027,寒露,节,2027-10-08 20:17,hko_minutes,
2027,霜降,中气,2027-10-23 23:33,hko_minutes,
2027,立冬,节,2027-11-07 23:39,hko_minutes,
2027,小雪,中气,2027-11-22 21:16,hko_minutes,
2027,大雪,节,2027-12-07 16:38,hko_minutes,
2027,冬至,中气,2027-12-22 10:42,hko_minutes,
2028,小寒,节,2028-01-06 03:55,hko_minutes,
2028,大寒,中气,2028-01-20 21:22,hko_minutes,
2028,立春,节,2028-02-04 15:31,hko_minutes,
2028,雨水,中气,2028-02-19 11:26,hko_minutes,
2028,惊蛰,节,2028-03-05 09:25,hko_minutes,
2028,春分,中气,2028-03-20 10:17,hko_minutes,
2028,清明,节,2028-04-04 14:03,hko_minutes,
2028,谷雨,中气,2028-04-19 21:09,hko_minutes,
2028,立夏,节,2028-05-05 07:12,hko_minutes,
2028,小满,中气,2028-05-20 20:10,hko_minutes,
2028,芒种,节,2028-06-05 11:16,hko_minutes,
2028,夏至,中气,2028-06-21 04:02,hko_minutes,
2028,小暑,节,2028-07-06 21:30,hko_minutes,
2028,大暑,中气,2028-07-22 14:54,hko_minutes,
2028,立秋,节,2028-08-07 07:21,hko_minutes,
2028,处暑,中气,2028-08-22 22:01,hko_minutes,
2028,白露,节,2028-09-07 10:22,hko_minutes,
2028,秋分,中气,2028-09-22 19:45,hko_minutes,
2028,寒露,节,2028-10-08 02:09,hko_minutes,
2028,霜降,中气,2028-10-23 05:13,hko_minutes,
2028,立冬,节,2028-11-07 05:27,hko_minutes,
2028,小雪,中气,2028-11-22 02:54,hko_minutes,
2028,大雪,节,2028-12-06 22:25,hko_minutes,
2028,冬至,中气,2028-12-21 16:20,hko_minutes,
2029,小寒,节,2029-01-05 09:42,lunar,
2029,大寒,中气,2029-01-20 03:01,lunar,
2029,立春,节,2029-02-03 21:21,lunar,
2029,雨水,中气,2029-02-18 17:08,lunar,
2029,惊蛰,节,2029-03-05 15:18,lunar,
2029,春分,中气,2029-03-20 16:02,lunar,
2029,清明,节,2029-04-04 19:58,lunar,
2029,谷雨,中气,2029-04-20 02:56,lunar,
2029,立夏,节,2029-05-05 13:08,lunar,
2029,小满,中气,2029-05-21 01:56,lunar,
2029,芒种,节,2029-06-05 17:10,lunar,
2029,夏至,中气,2029-06-21 09:48,lunar,
2029,小暑,节,2029-07-07 03:22,lunar,
2029,大暑,中气,2029-07-22 20:42,lunar,
2029,立秋,节,2029-08-07 13:12,lunar,
2029,处暑,中气,2029-08-23 03:52,lunar,
2029,白露,节,2029-09-07 16:12,lunar,
2029,秋分,中气,2029-09-23 01:39,lunar,
2029,寒露,节,2029-10-08 07:58,lunar,
2029,霜降,中气,2029-10-23 11:08,lunar,
2029,立冬,节,2029-11-07 11:17,lunar,
2029,小雪,中气,2029-11-22 08:49,lunar,
2029,大雪,节,2029-12-07 04:14,lunar,
2029,冬至,中气,2029-12-21 22:14,lunar,
2030,小寒,节,2030-01-05 15:31,lunar,
2030,大寒,中气,2030-01-20 08:54,lunar,
2030,立春,节,2030-02-04 03:08,lunar,
2030,雨水,中气,2030-02-18 23:00,lunar,
2030,惊蛰,节,2030-03-05 21:03,lunar,
2030,春分,中气,2030-03-20 21:52,lunar,
2030,清明,节,2030-04-05 01:41,lunar,
2030,谷雨,中气,2030-04-20 08:44,lunar,
2030,立夏,节,2030-05-05 18:46,lunar,
2030,小满,中气,2030-05-21 07:41,lunar,
2030,芒种,节,2030-06-05 22:45,lunar,
2030,夏至,中气,2030-06-21 15:31,lunar,
2030,小暑,节,2030-07-07 08:55,lunar,
2030,大暑,中气,2030-07-23 02:25,lunar,
2030,立秋,节,2030-08-07 18:47,lunar,
2030,处暑,中气,2030-08-23 09:36,lunar,
2030,白露,节,2030-09-07 21:53,lunar,
2030,秋分,中气,2030-09-23 07:27,lunar,
2030,寒露,节,2030-10-08 13:45,lunar,
2030,霜降,中气,2030-10-23 17:01,lunar,
2030,立冬,节,2030-11-07 17:09,lunar,
2030,小雪,中气,2030-11-22 14:45,lunar,
2030,大雪,节,2030-12-07 10:08,lunar,
2030,冬至,中气,2030-12-22 04:10,lunar,
2031,小寒,节,2031-01-05 21:23,lunar,
2031,大寒,中气,2031-01-20 14:48,lunar,
2031,立春,节,2031-02-04 08:58,lunar,
2031,雨水,中气,2031-02-19 04:51,lunar,
2031,惊蛰,节,2031-03-06 02:51,lunar,
2031,春分,中气,2031-03-21 03:41,lunar,
2031,清明,节,2031-04-05 07:28,lunar,
2031,谷雨,中气,2031-04-20 14:31,lunar,
2031,立夏,节,2031-05-06 00:35,lunar,
2031,小满,中气,2031-05-21 13:28,lunar,
2031,芒种,节,2031-06-06 04:36,lunar,
2031,夏至,中气,2031-06-21 21:17,lunar,
2031,小暑,节,2031-07-07 14:49,lunar,
2031,大暑,中气,2031-07-23 08:10,lunar,
2031,立秋,节,2031-08-08 00:43,lunar,
2031,处暑,中气,2031-08-23 15:23,lunar,
2031,白露,节,2031-09-08 03:50,lunar,
2031,秋分,中气,2031-09-23 13:15,lunar,
2031,寒露,节,2031-10-08 19:43,lunar,
2031,霜降,中气,2031-10-23 22:49,lunar,
2031,立冬,节,2031-11-07 23:06,lunar,
2031,小雪,中气,2031-11-22 20:33,lunar,
2031,大雪,节,2031-12-07 16:03,lunar,
2031,冬至,中气,2031-12-22 09:56,lunar,
2032,小寒,节,2032-01-06 03:16,lunar,
2032,大寒,中气,2032-01-20 20:31,lunar,
2032,立春,节,2032-02-04 14:49,lunar,
2032,雨水,中气,2032-02-19 10:32,lunar,
2032,惊蛰,节,2032-03-05 08:40,lunar,
2032,春分,中气,2032-03-20 09:22,lunar,
2032,清明,节,2032-04-04 13:18,lunar,
2032,谷雨,中气,2032-04-19 20:14,lunar,
2032,立夏,节,2032-05-05 06:26,lunar,
2032,小满,中气,2032-05-20 19:15,lunar,
2032,芒种,节,2032-06-05 10:28,lunar,
2032,夏至,中气,2032-06-21 03:09,lunar,
2032,小暑,节,2032-07-06 20:41,lunar,
2032,大暑,中气,2032-07-22 14:05,lunar,
2032,立秋,节,2032-08-07 06:33,lunar,
2032,处暑,中气,2032-08-22 21:18,lunar,
2032,白露,节,2032-09-07 09:38,lunar,
2032,秋分,中气,2032-09-22 19:11,lunar,
2032,寒露,节,2032-10-08 01:30,lunar,
2032,霜降,中气,2032-10-23 04:46,lunar,
2032,立冬,节,2032-11-07 04:54,lunar,
2032,小雪,中气,2032-11-22 02:31,lunar,
2032,大雪,节,2032-12-06 21:53,lunar,
2032,冬至,中气,2032-12-21 15:56,lunar,
2033,小寒,节,2033-01-05 09:08,lunar,
2033,大寒,中气,2033-01-20 02:33,lunar,
2033,立春,节,2033-02-03 20:42,lunar,
2033,雨水,中气,2033-02-18 16:34,lunar,
2033,惊蛰,节,2033-03-05 14:32,lunar,
2033,春分,中气,2033-03-20 15:23,lunar,
2033,清明,节,2033-04-04 19:08,lunar,
2033,谷雨,中气,2033-04-20 02:13,lunar,
2033,立夏,节,2033-05-05 12:14,lunar,
2033,小满,中气,2033-05-21 01:11,lunar,
2033,芒种,节,2033-06-05 16:13,lunar,
2033,夏至,中气,2033-06-21 09:01,lunar,
2033,小暑,节,2033-07-07 02:25,lunar,
2033,大暑,中气,2033-07-22 19:53,lunar,
2033,立秋,节,2033-08-07 12:16,lunar,
2033,处暑,中气,2033-08-23 03:02,lunar,
2033,白露,节,2033-09-07 15:20,lunar,
2033,秋分,中气,2033-09-23 00:52,lunar,
2033,寒露,节,2033-10-08 07:14,lunar,
2033,霜降,中气,2033-10-23 10:28,lunar,
2033,立冬,节,2033-11-07 10:41,lunar,
2033,小雪,中气,2033-11-22 08:16,lunar,
2033,大雪,节,2033-12-07 03:45,lunar,
2033,冬至,中气,2033-12-21 21:46,lunar,
2034,小寒,节,2034-01-05 15:05,lunar,
2034,大寒,中气,2034-01-20 08:27,lunar,
2034,立春,节,2034-02-04 02:41,lunar,
2034,雨水,中气,2034-02-18 22:30,lunar,
2034,惊蛰,节,2034-03-05 20:32,lunar,
2034,春分,中气,2034-03-20 21:18,lunar,
2034,清明,节,2034-04-05 01:06,lunar,
2034,谷雨,中气,2034-04-20 08:04,lunar,
2034,立夏,节,2034-05-05 18:09,lunar,
2034,小满,中气,2034-05-21 06:57,lunar,
2034,芒种,节,2034-06-05 22:07,lunar,
2034,夏至,中气,2034-06-21 14:44,lunar,
2034,小暑,节,2034-07-07 08:18,lunar,
2034,大暑,中气,2034-07-23 01:36,lunar,
2034,立秋,节,2034-08-07 18:09,lunar,
2034,处暑,中气,2034-08-23 08:48,lunar,
2034,白露,节,2034-09-07 21:14,lunar,
2034,秋分,中气,2034-09-23 06:40,lunar,
2034,寒露,节,2034-10-08 13:07,lunar,
2034,霜降,中气,2034-10-23 16:16,lunar,
2034,立冬,节,2034-11-07 16:34,lunar,
2034,小雪,中气,2034-11-22 14:05,lunar,
2034,大雪,节,2034-12-07 09:37,lunar,
2034,冬至,中气,2034-12-22 03:34,lunar,
2035,小寒,节,2035-01-05 20:56,lunar,
2035,大寒,中气,2035-01-20 14:14,lunar,
2035,立春,节,2035-02-04 08:32,lunar,
2035,雨水,中气,2035-02-19 04:16,lunar,
2035,惊蛰,节,2035-03-06 02:22,lunar,
2035,春分,中气,2035-03-21 03:03,lunar,
2035,清明,节,2035-04-05 06:54,lunar,
2035,谷雨,中气,2035-04-20 13:49,lunar,
2035,立夏,节,2035-05-05 23:55,lunar,
2035,小满,中气,2035-05-21 12:43,lunar,
2035,芒种,节,2035-06-06 03:51,lunar,
2035,夏至,中气,2035-06-21 20:33,lunar,
2035,小暑,节,2035-07-07 14:01,lunar,
2035,大暑,中气,2035-07-23 07:29,lunar,
2035,立秋,节,2035-08-07 23:54,lunar,
2035,处暑,中气,2035-08-23 14:44,lunar,
2035,白露,节,2035-09-08 03:03,lunar,
2035,秋分,中气,2035-09-23 12:39,lunar,
2035,寒露,节,2035-10-08 18:58,lunar,
2035,霜降,中气,2035-10-23 22:16,lunar,
2035,立冬,节,2035-11-07 22:24,lunar,
2035,小雪,中气,2035-11-22 20:03,lunar,
2035,大雪,节,2035-12-07 15:26,lunar,
2035,冬至,中气,2035-12-22 09:31,lunar,
2036,小寒,节,2036-01-06 02:44,lunar,
2036,大寒,中气,2036-01-20 20:11,lunar,
2036,立春,节,2036-02-04 14:20,lunar,
2036,雨水,中气,2036-02-19 10:14,lunar,
2036,惊蛰,节,2036-03-05 08:12,lunar,
2036,春分,中气,2036-03-20 09:03,lunar,
2036,清明,节,2036-04-04 12:46,lunar,
2036,谷雨,中气,2036-04-19 19:51,lunar,
2036,立夏,节,2036-05-05 05:49,lunar,
2036,小满,中气,2036-05-20 18:45,lunar,
2036,芒种,节,2036-06-05 09:47,lunar,
2036,夏至,中气,2036-06-21 02:32,lunar,
2036,小暑,节,2036-07-06 19:58,lunar,
2036,大暑,中气,2036-07-22 13:23,lunar,
2036,立秋,节,2036-08-07 05:49,lunar,
2036,处暑,中气,2036-08-22 20:32,lunar,
2036,白露,节,2036-09-07 08:55,lunar,
2036,秋分,中气,2036-09-22 18:23,lunar,
2036,寒露,节,2036-10-08 00:49,lunar,
2036,霜降,中气,2036-10-23 03:59,lunar,
2036,立冬,节,2036-11-07 04:15,lunar,
2036,小雪,中气,2036-11-22 01:45,lunar,
2036,大雪,节,2036-12-06 21:16,lunar,
2036,冬至,中气,2036-12-21 15:13,lunar,
2037,小寒,节,2037-01-05 08:34,lunar,
2037,大寒,中气,2037-01-20 01:54,lunar,
2037,立春,节,2037-02-03 20:12,lunar,
2037,雨水,中气,2037-02-18 15:59,lunar,
2037,惊蛰,节,2037-03-05 14:06,lunar,
2037,春分,中气,2037-03-20 14:50,lunar,
2037,清明,节,2037-04-04 18:44,lunar,
2037,谷雨,中气,2037-04-20 01:40,lunar,
2037,立夏,节,2037-05-05 11:49,lunar,
2037,小满,中气,2037-05-21 00:35,lunar,
2037,芒种,节,2037-06-05 15:47,lunar,
2037,夏至,中气,2037-06-21 08:22,lunar,
2037,小暑,节,2037-07-07 01:55,lunar,
2037,大暑,中气,2037-07-22 19:13,lunar,
2037,立秋,节,2037-08-07 11:43,lunar,
2037,处暑,中气,2037-08-23 02:22,lunar,
2037,白露,节,2037-09-07 14:46,lunar,
2037,秋分,中气,2037-09-23 00:13,lunar,
2037,寒露,节,2037-10-08 06:38,lunar,
2037,霜降,中气,2037-10-23 09:50,lunar,
2037,立冬,节,2037-11-07 10:04,lunar,
